Owner Name,Card Name,Set Name,Quantity,Purchase Price
Eric,"Ishai, Ojutai Dragonspeaker",Commander 2016,1,4.08
Eric,Island,Assassin's Creed,10,0.49
Eric,Island,Assassin's Creed,9,0.84
Eric,Island,Assassin's Creed,4,1.27
Eric,Island,Assassin's Creed,5,0.85
Eric,Island,Assassin's Creed,22,2.99
Eric,Island,The Lord of the Rings: Tales of Middle-earth,17,0.01
Eric,Island,Wilds of Eldraine,2,0.01
Eric,Island,Wilds of Eldraine,2,0.01
Eric,Island,Wilds of Eldraine,2,0.05
Eric,Island,Wilds of Eldraine,2,0.01
Eric,Island,Commander Legends: Battle for Baldur's Gate,2,0.01
Eric,Island,Dominaria United,2,0.01
Eric,Island,Dominaria United,2,0.01
Eric,Island,Adventures in the Forgotten Realms,2,0.01
Eric,Island,Adventures in the Forgotten Realms,1,0.01
Eric,Island,Adventures in the Forgotten Realms,1,0.01
Eric,Island,Dominaria United,2,0.01
Eric,Island,Dominaria United,1,0.02
Eric,Island,Dominaria United,2,0.01
Eric,Island,Dominaria United,1,0.01
Eric,Island,Adventures in the Forgotten Realms,1,0.01
Eric,Island,Adventures in the Forgotten Realms,1,0.01
Eric,Island,Adventures in the Forgotten Realms,1,0.05
Eric,Island,Adventures in the Forgotten Realms,1,0.01
Eric,Island,Wilds of Eldraine,2,0.19
Eric,Island,Dominaria United,1,0.4
Eric,Island,The Lord of the Rings: Tales of Middle-earth,1,0.04
Eric,Island,The Lord of the Rings: Tales of Middle-earth,2,0.05
Eric,Island,Outlaws of Thunder Junction,1,0.01
Eric,Island,Outlaws of Thunder Junction,1,0.02
Eric,Island,The Lord of the Rings: Tales of Middle-earth,1,0.05
Eric,Island,Outlaws of Thunder Junction,1,0.01
Eric,Island,The Lord of the Rings: Tales of Middle-earth,1,0.05
Eric,Island,March of the Machine,14,0.01
Eric,Island,Modern Horizons 3,3,0.01
Eric,Island,Modern Horizons 3,2,0.01
Eric,Island,Bloomburrow,1,0.1
Eric,Island,Bloomburrow,2,0.05
Eric,Island,Bloomburrow,1,0.08
Eric,Island,Bloomburrow,1,0.18
Eric,Island,Bloomburrow,1,0.1
Eric,Island,Bloomburrow,1,0.08
Eric,Island,Foundations,2,0.12
Eric,Island,Foundations,2,0.01
Eric,Island,Foundations,3,0.01
Eric,Island,Foundations,1,0.09
Eric,Island,Foundations,1,0.1
Eric,Island,Foundations,1,0.05
Eric,Island,Foundations,1,0.15
Eric,Island,Foundations,1,0.2
Eric,Island,Kamigawa: Neon Dynasty,9,0.04
Eric,Island,Kamigawa: Neon Dynasty,7,0.01
Eric,Island,Kamigawa: Neon Dynasty,7,0.67
Eric,Island,Kamigawa: Neon Dynasty,1,0.84
Eric,Island,Innistrad Remastered,1,0.05
Eric,Island,Ikoria: Lair of Behemoths,1,0.01
Eric,Island,Theros Beyond Death,1,0.5
Eric,Isle of Vesuva,March of the Machine Commander,1,0.01
Eric,Isolated Chapel,Outlaws of Thunder Junction Commander,1,1.0
Eric,Isolated Chapel,Tales of Middle-earth Commander,1,1.0
Eric,Isolation at Orthanc,The Lord of the Rings: Tales of Middle-earth,1,0.01
Eric,Ithilien Kingfisher,The Lord of the Rings: Tales of Middle-earth,1,0.01
Eric,"Itzquinth, Firstborn of Gishath",The Lost Caverns of Ixalan,1,0.01
Eric,"Ivy, Gleeful Spellthief",Dominaria United,1,0.05
Eric,Ixalan's Binding,Ixalan,1,0.01
Eric,"Iymrith, Desert Doom",Adventures in the Forgotten Realms,1,0.75
Eric,"Izoni, Thousand-Eyed",Modern Horizons 3 Commander,1,0.05
Eric,Izzet Boilerworks,Modern Horizons 3 Commander,1,0.15
Eric,Izzet Chemister,Forgotten Realms Commander,1,0.03
Eric,Izzet Generatorium,Modern Horizons 3,2,0.01
Eric,Izzet Guildgate,Ravnica Remastered,1,0.02
Eric,Izzet Signet,March of the Machine Commander,1,0.3
Eric,"Jace, Architect of Thought",Neon Dynasty Commander,1,0.1
Eric,"Jace, Memory Adept",Resale Promos,3,12.59
Eric,Jackdaw,Assassin's Creed,1,0.1
Eric,Jackdaw,Assassin's Creed,1,0.15
Eric,Jackdaw Savior,Bloomburrow,1,0.1
Eric,Jackhammer,Streets of New Capenna,1,0.01
Eric,Jacob Frye,Assassin's Creed,3,2.0
Eric,Jaded Sell-Sword,Adventures in the Forgotten Realms,1,0.01
Eric,"Jaheira, Friend of the Forest",Commander Legends: Battle for Baldur's Gate,1,1.2
Eric,Jaheira's Respite,Commander Legends: Battle for Baldur's Gate,1,0.08
Eric,Jailbreak Scheme,Outlaws of Thunder Junction,1,0.01
Eric,Jailbreak Scheme,Outlaws of Thunder Junction,4,0.01
Eric,Jared Carthalion,Dominaria United Commander,1,0.26
Eric,Javelin of Lightning,Commander Legends: Battle for Baldur's Gate,1,0.01
Eric,Jeska's Will,Secret Lair Drop,1,26.27
Eric,Jetmir's Fixer,Streets of New Capenna,1,0.01
Eric,"Jhoira, Weatherlight Captain",Dominaria,1,4.5
Eric,"Johann, Apprentice Sorcerer",Wilds of Eldraine,1,0.01
Eric,Join the Maestros,Streets of New Capenna,3,0.01
Eric,"Jolene, Plundering Pugilist",Outlaws of Thunder Junction,1,0.02
Eric,Jolted Awake,Modern Horizons 3,2,0.01
Eric,"Jon Irenicus, Shattered One",Commander Legends: Battle for Baldur's Gate,1,0.01
Eric,"Jor Kadeen, the Prevailer",Phyrexia: All Will Be One Commander,1,0.04
Eric,"Josu Vess, Lich Knight",March of the Machine Commander,1,0.05
Eric,Joust Through,Foundations,1,0.01
Eric,Jubilant Skybonder,Ikoria: Lair of Behemoths,1,0.05
Eric,Judge's Familiar,Return to Ravnica,1,0.05
Eric,Jukai Naturalist,Kamigawa: Neon Dynasty,1,0.05
Eric,Jukai Naturalist,Wilds of Eldraine Commander,1,0.15
Eric,Jukai Trainee,Kamigawa: Neon Dynasty,1,0.01
Eric,Jump Scare,Duskmourn: House of Horror,1,0.01
Eric,Jungle Hollow,March of the Machine,1,0.01
Eric,Jungle Hollow,Foundations,1,0.03
Eric,Jungle Shrine,March of the Machine Commander,1,0.12
Eric,Juniper Order Ranger,March of the Machine Commander,1,0.01
Eric,"Junji, the Midnight Sky",Modern Horizons 3 Commander,1,0.7
Eric,Junk Diver,Modern Horizons 3,2,0.01
Eric,Junk Winder,March of the Machine Commander,1,0.09
Eric,Junkblade Bruiser,Bloomburrow,2,0.01
Eric,Junktroller,Ravnica Remastered,1,0.01
Eric,"Kagha, Shadow Archdruid",Commander Legends: Battle for Baldur's Gate,1,0.01
Eric,"Kaima, the Fractured Calm",Neon Dynasty Commander,1,0.05
Eric,"Kaito, Bane of Nightmares",Duskmourn: House of Horror,1,12.65
Eric,Kaito's Pursuit,Kamigawa: Neon Dynasty,2,0.01
Eric,"Kalain, Reclusive Painter",Adventures in the Forgotten Realms,1,0.49
Eric,"Kalain, Reclusive Painter",Adventures in the Forgotten Realms,1,0.05
Eric,Kaldra Compleat,Commander Masters,1,1.99
Eric,Kaleidoscorch,Modern Horizons 2,1,0.01
Eric,Kalonian Hydra,March of the Machine Commander,1,3.9
Eric,"Kamber, the Plunderer",Crimson Vow Commander,1,0.11
Eric,"Kamber, the Plunderer",Outlaws of Thunder Junction Commander,1,0.04
Eric,Kami of Celebration,Neon Dynasty Commander,1,0.15
Eric,Kami of Terrible Secrets,Kamigawa: Neon Dynasty,1,0.01
Eric,"Kangee, Sky Warden",Commander Legends,1,0.05
Eric,Kappa Cannoneer,Neon Dynasty Commander,1,0.26
Eric,Karametra's Blessing,Theros Beyond Death,1,0.01
Eric,"Karazikar, the Eye Tyrant",Forgotten Realms Commander,1,0.0
Eric,"Karlach, Fury of Avernus",Commander Legends: Battle for Baldur's Gate,1,6.5
Eric,Karmic Justice,Wilds of Eldraine: Enchanting Tales,1,0.19
Eric,Karn's Bastion,Secret Lair Drop,1,5.5
Eric,"Karumonix, the Rat King",Phyrexia: All Will Be One,1,0.28
Eric,"Kassandra, Eagle Bearer",Assassin's Creed,2,4.69
Eric,"Kastral, the Windcrested",Bloomburrow,1,0.05
Eric,"Katsumasa, the Animator",Neon Dynasty Commander,1,0.09
Eric,"Kaya, Intangible Slayer",Phyrexia: All Will Be One,1,0.05
Eric,"Kazuul, Tyrant of the Cliffs",New Capenna Commander,1,0.06
Eric,Keen-Eared Sentry,Adventures in the Forgotten Realms,1,0.01
Eric,Keen-Eyed Raven,Assassin's Creed,6,1.0
Eric,Keensight Mentor,Ikoria: Lair of Behemoths,1,0.01
Eric,Kellan Joins Up,Outlaws of Thunder Junction,1,0.01
Eric,"Kellan, Planar Trailblazer",Foundations,1,0.1
Eric,"Kellan, the Fae-Blooded // Birthright Boon",Wilds of Eldraine,1,1.15
Eric,Kellan's Lightblades,Wilds of Eldraine,1,0.01
Eric,"Kelsien, the Plague",Secret Lair Drop,1,23.49
Eric,Kemba's Banner,Phyrexia: All Will Be One Commander,1,0.09
Eric,Kenrith's Transformation,Wilds of Eldraine Commander,1,0.7
Eric,Kessig Wolf Run,Modern Horizons 3 Commander,1,0.2
Eric,Kessig Wolf Run,March of the Machine Commander,1,0.2
Eric,Khalni Ambush,Zendikar Rising,1,0.2
Eric,Khenra Spellspear,March of the Machine,1,0.01
Eric,Kher Keep,Phyrexia: All Will Be One Commander,1,0.09
Eric,Kick in the Door,Adventures in the Forgotten Realms,1,0.01
Eric,Kindlespark Duo,Bloomburrow,1,0.01
Eric,Kindred Summons,Forgotten Realms Commander,1,5.0
Eric,Kirtar's Wrath,Commander Masters,1,0.01
Eric,Kitnap,Bloomburrow,1,0.01
Eric,"Klauth, Unrivaled Ancient",Forgotten Realms Commander,1,20.75
Eric,Klauth's Will,Forgotten Realms Commander,1,1.65
Eric,Klauth's Will,Forgotten Realms Commander,1,2.45
Eric,Knickknack Ouphe,Wilds of Eldraine Commander,1,0.03
Eric,Knight Exemplar,March of the Machine Commander,1,1.0
Eric,Knight of the Last Breath,March of the Machine Commander,1,0.01
Eric,Knight of the White Orchid,March of the Machine Commander,1,0.75
Eric,Knight Token,March of the Machine Tokens,2,0.01
Eric,Knight Token,March of the Machine Commander Tokens,2,0.04
Eric,Knightly Valor,Wilds of Eldraine: Enchanting Tales,1,0.01
Eric,Knights' Charge,March of the Machine Commander,1,0.15
Eric,Knights of Dol Amroth,The Lord of the Rings: Tales of Middle-earth,2,0.01
Eric,Knights of Dol Amroth,The Lord of the Rings: Tales of Middle-earth,3,0.01
Eric,Knights of Dol Amroth,The Lord of the Rings: Tales of Middle-earth,1,0.01
Eric,Knights of Dol Amroth,The Lord of the Rings: Tales of Middle-earth,1,0.01
Eric,Knights of the Black Rose,March of the Machine Commander,1,0.05
Eric,Kobolds of Kher Keep Token,Phyrexia: All Will Be One Commander Tokens,1,0.1
Eric,Kodama's Reach,March of the Machine Commander,1,0.99
Eric,Kodama's Reach,Neon Dynasty Commander,1,1.0
Eric,Kolaghan's Command,Modern Horizons 3 Commander,1,0.2
Eric,Komainu Battle Armor,Neon Dynasty Commander,1,0.94
Eric,Koma's Coil Token,Murders at Karlov Manor Commander Tokens,1,0.0
Eric,Kor Spiritdancer,Rise of the Eldrazi,1,1.5
Eric,Kor Spiritdancer,Wilds of Eldraine Commander,1,1.46
Eric,"Korlessa, Scale Singer",Commander Legends: Battle for Baldur's Gate,1,0.01
Eric,"Kosei, Penitent Warlord",Neon Dynasty Commander,1,0.07
Eric,"Kotori, Pilot Prodigy",Neon Dynasty Commander,1,0.19
Eric,"Kraum, Violent Cacophony",Outlaws of Thunder Junction,1,0.01
Eric,"Krenko, Tin Street Kingpin",March of the Machine Commander,1,0.71
Eric,"Krenko, Tin Street Kingpin",Neon Dynasty Commander,1,0.85
Eric,Krenko's Command,Ravnica Remastered,1,0.01
Eric,Krosan Tusker,Commander Masters,1,0.01
Eric,Krosan Verge,March of the Machine Commander,1,0.07
Eric,Krosan Verge,Wilds of Eldraine Commander,1,0.07
Eric,Kroxa and Kunoros,March of the Machine,1,0.12
Eric,Krydle of Baldur's Gate,Adventures in the Forgotten Realms,1,0.02
Eric,Krydle of Baldur's Gate,Adventures in the Forgotten Realms,1,0.01
Eric,"Kudo, King Among Bears",Modern Horizons 3,1,0.07
Eric,Kumano Faces Kakkazan,Kamigawa: Neon Dynasty,1,0.01
Eric,"Kura, the Boundless Sky",Kamigawa: Neon Dynasty,1,0.75
Eric,"Kutzil, Malamet Exemplar",The Lost Caverns of Ixalan,1,0.4
Eric,Labyrinth Adversary,Assassin's Creed,6,0.47
Eric,Lacerate Flesh,Innistrad: Crimson Vow,1,0.01
Eric,"Lae'zel, Vlaakith's Champion",Commander Legends: Battle for Baldur's Gate,1,0.65
Eric,Lae'zel's Acrobatics,Commander Legends: Battle for Baldur's Gate,1,0.35
Eric,"Lagomos, Hand of Hatred",Dominaria United,1,0.05
Eric,"Lagomos, Hand of Hatred",Dominaria United,1,0.01
Eric,Lair of the Hydra,Adventures in the Forgotten Realms,1,0.5
Eric,Lakeside Shack,Duskmourn: House of Horror,1,0.01
Eric,Lakeside Shack,Duskmourn: House of Horror,1,0.01
Eric,Lambholt Raconteur,Innistrad: Crimson Vow,1,0.01
Eric,"Landroval, Horizon Witness",The Lord of the Rings: Tales of Middle-earth,2,0.01
Eric,Lantern Bearer,Innistrad: Crimson Vow,2,0.01
Eric,Lantern Bearer,Innistrad Remastered,1,0.03
Eric,Lantern of Revealing,Commander Legends: Battle for Baldur's Gate,1,0.01
Eric,Lantern of the Lost,Innistrad: Crimson Vow,1,0.01
Eric,Lash of the Balrog,The Lord of the Rings: Tales of Middle-earth,2,0.01
Eric,Last Gasp,Ravnica Remastered,1,0.01
Eric,"Lathril, Blade of the Elves",Foundations,1,0.11
Eric,Laughing Jasper Flint,Outlaws of Thunder Junction,1,0.15
Eric,"Laurine, the Diversion",Crimson Vow Commander,1,0.05
Eric,"Laurine, the Diversion",Outlaws of Thunder Junction Commander,1,0.05
Eric,Lay Claim,Amonkhet,1,0.01
Eric,Layla Hassan,Assassin's Creed,1,2.25
Eric,Layla Hassan,Assassin's Creed,1,0.1
Eric,Leapfrog,Ravnica Remastered,1,0.01
Eric,Learn from the Past,Tales of Middle-earth Commander,1,0.02
Eric,Leather Armor,Adventures in the Forgotten Realms,1,0.01
Eric,Legion Loyalty,Modern Horizons 3 Commander,1,0.49
Eric,Legion Vanguard,Commander Masters,1,0.01
Eric,Legion Warboss,Phyrexia: All Will Be One Commander,1,0.25
Eric,Legolas Greenleaf,Tales of Middle-earth Commander,1,0.18
Eric,"Legolas, Counter of Kills",The Lord of the Rings: Tales of Middle-earth,1,0.08
Eric,"Legolas, Counter of Kills",The Lord of the Rings: Tales of Middle-earth,1,0.01
Eric,"Legolas, Master Archer",The Lord of the Rings: Tales of Middle-earth,1,0.04
Eric,Legolas's Quick Reflexes,Tales of Middle-earth Commander,1,15.15
Eric,Letter of Acceptance,Strixhaven: School of Mages,1,0.01
Eric,Leyline of Abundance,Wilds of Eldraine: Enchanting Tales,1,0.11
Eric,Leyline of Hope,Duskmourn: House of Horror,1,0.02
Eric,Leyline of Resonance,Duskmourn: House of Horror,1,0.2
Eric,Leyline of the Void,Wilds of Eldraine: Enchanting Tales,1,1.25
Eric,Lhurgoyf,Modern Horizons 3 Commander,1,0.05
Eric,Liberated Livestock,Wilds of Eldraine Commander,1,0.04
Eric,Life Insurance,Outlaws of Thunder Junction Commander,1,0.09
Eric,Lifecreed Duo,Bloomburrow,3,0.01
Eric,Light Up the Stage,Forgotten Realms Commander,1,0.11
Eric,Lightfoot Rogue,Adventures in the Forgotten Realms,1,0.1
Eric,Lightning Bolt,Commander Legends: Battle for Baldur's Gate,1,0.44
Eric,Lightning Bolt,Secret Lair Drop,1,8.75
Eric,Lightning Greaves,Tales of Middle-earth Commander,1,3.89
Eric,Lightning Greaves,Modern Horizons 3 Commander,1,4.44
Eric,Lightning Greaves,Outlaws of Thunder Junction Commander,1,4.41
Eric,Lightning Runner,Modern Horizons 3 Commander,1,0.12
Eric,Lightning Strike,Dominaria United,1,0.01
Eric,Lightshell Duo,Bloomburrow,1,0.01
Eric,Lightshell Duo,Foundations,1,0.01
Eric,Lignify,Tales of Middle-earth Commander,1,0.21
Eric,"Liliana, Death's Majesty",Modern Horizons 3 Commander,1,0.25
Eric,Liliana's Standard Bearer,March of the Machine Commander,1,0.1
Eric,Liliana's Talent,March of the Machine Commander,1,0.09
Eric,Lilypad Village,Bloomburrow,1,0.01
Eric,Lionheart Glimmer,Duskmourn: House of Horror,1,0.01
Eric,Lithomantic Barrage,March of the Machine,1,0.05
Eric,Littjara,March of the Machine Commander,1,0.63
Eric,"Livaan, Cultist of Tiamat",Commander Legends: Battle for Baldur's Gate,2,0.01
Eric,"Livaan, Cultist of Tiamat",Commander Legends: Battle for Baldur's Gate,1,0.01
Eric,Lively Dirge,Outlaws of Thunder Junction,1,0.25
Eric,Living Phone,Duskmourn: House of Horror,1,0.01
Eric,Lizard Blades,Kamigawa: Neon Dynasty,1,1.29
Eric,Llanowar Elves,Dominaria,2,0.13
Eric,Llanowar Reborn,March of the Machine Commander,1,0.05
Eric,Llanowar Stalker,Dominaria United,2,0.01
Eric,Loamcrafter Faun,Wilds of Eldraine Commander,1,0.07
Eric,Loan Shark,Outlaws of Thunder Junction,1,0.01
Eric,Loathsome Troll,Adventures in the Forgotten Realms,1,0.05
Eric,Loathsome Troll,Adventures in the Forgotten Realms,1,0.03
Eric,Loathsome Troll,Adventures in the Forgotten Realms,1,0.01
Eric,"Lobelia, Defender of Bag End",Tales of Middle-earth Commander,1,0.08
Eric,Localized Destruction,Modern Horizons 3 Commander,1,0.09
Eric,Locthwain Lancer,March of the Machine Commander,1,0.09
Eric,Lofty Denial,Core Set 2021,1,0.02
Eric,Lonely Sandbar,Tales of Middle-earth Commander,1,0.09
Eric,Long Rest,Adventures in the Forgotten Realms,1,0.03
Eric,Long River's Pull,Bloomburrow,1,0.05
Eric,Longhorn Sharpshooter,Outlaws of Thunder Junction,1,0.01
Eric,Longhorn Sharpshooter,Outlaws of Thunder Junction,1,0.01
Eric,Longstalk Brawl,Bloomburrow,2,0.01
Eric,"Lorcan, Warlock Collector",Forgotten Realms Commander,1,0.28
Eric,Lorehold Pledgemage,Strixhaven: School of Mages,1,0.01
Eric,Lórien Revealed,The Lord of the Rings: Tales of Middle-earth,2,1.0
Eric,Lose Focus,Modern Horizons 2,1,0.01
Eric,Lossarnach Captain,Tales of Middle-earth Commander,1,0.19
Eric,Lost to Legend,The Lord of the Rings: Tales of Middle-earth,1,0.01
Eric,Lothlórien Blade,Tales of Middle-earth Commander,1,0.09
Eric,Lothlórien Lookout,The Lord of the Rings: Tales of Middle-earth,1,0.01
Eric,Lothlórien Lookout,The Lord of the Rings: Tales of Middle-earth,1,0.01
Eric,Loxodon Warhammer,Phyrexia: All Will Be One Commander,1,0.35
Eric,Loyal Apprentice,Forgotten Realms Commander,1,0.15
Eric,Loyal Apprentice,Phyrexia: All Will Be One Commander,1,0.15
Eric,Loyal Guardian,Neon Dynasty Commander,1,0.16
Eric,Loyal Inventor,Assassin's Creed,3,0.35
Eric,Loyal Inventor,Assassin's Creed,1,0.08
Eric,Loyal Warhound,Adventures in the Forgotten Realms,1,0.9
Eric,"Lozhan, Dragons' Legacy",Commander Legends: Battle for Baldur's Gate,1,0.03
Eric,"Lozhan, Dragons' Legacy",Commander Legends: Battle for Baldur's Gate,1,0.1
Eric,"Lozhan, Dragons' Legacy",Commander Legends: Battle for Baldur's Gate,1,0.1
Eric,Lunar Rejection,Innistrad: Crimson Vow,1,0.01
Eric,Lupine Prototype,Innistrad Remastered,1,0.03
Eric,Lupinflower Village,Bloomburrow,1,0.01
Eric,Lurking Green Dragon,Commander Legends: Battle for Baldur's Gate,1,0.01
Eric,Lurking Roper,Adventures in the Forgotten Realms,1,0.04
Eric,Lush Oasis,Outlaws of Thunder Junction,1,0.02
Eric,Luxury Suite,Commander Legends: Battle for Baldur's Gate,1,7.25
Eric,Lydia Frye,Assassin's Creed,4,0.7
Eric,Lydia Frye,Assassin's Creed,2,0.02
Eric,Lydia Frye,Assassin's Creed,1,0.03
Eric,"Mabel, Heir to Cragflame",Bloomburrow,1,0.03
Eric,Macabre Waltz,Ravnica Remastered,1,0.01
Eric,Macabre Waltz,Foundations,1,0.02
Eric,Mace of the Valiant,Phyrexia: All Will Be One Commander,1,0.04
Eric,Macetail Hystrodon,Dominaria Remastered,1,0.01
Eric,Maddening Hex,Forgotten Realms Commander,1,7.0
Eric,Maddening Hex,Special Guests,1,3.0
Eric,Maelstrom Pulse,Modern Horizons 3 Commander,1,0.1
Eric,"Magda, the Hoardmaster",Outlaws of Thunder Junction,1,0.25
Eric,Mage Slayer,Neon Dynasty Commander,1,0.42
Eric,Magebane Lizard,Outlaws of Thunder Junction,1,0.12
Eric,Magic Missile,Adventures in the Forgotten Realms,1,0.09
Eric,Magic Missile,Adventures in the Forgotten Realms,1,0.01
Eric,Magmaquake,Forgotten Realms Commander,1,0.01
Eric,"Maha, Its Feathers Night",Bloomburrow,1,9.99
Eric,"Mahadi, Emporium Master",Commander Legends: Battle for Baldur's Gate,1,1.88
Eric,"Mahadi, Emporium Master",Commander Legends: Battle for Baldur's Gate,1,0.5
Eric,Make Your Move,Murders at Karlov Manor,1,0.01
Eric,Make Your Move,Foundations,2,0.01
Eric,Make Your Own Luck,Outlaws of Thunder Junction,2,0.01
Eric,Makeshift Binding,Murders at Karlov Manor,1,0.01
Eric,Malakir Bloodwitch,Crimson Vow Commander,1,0.72
Eric,Malamet Battle Glyph,The Lost Caverns of Ixalan,1,0.01
Eric,Malamet War Scribe,The Lost Caverns of Ixalan,1,0.01
Eric,Managorger Hydra,March of the Machine Commander,1,0.5
Eric,Manamorphose,Secret Lair Drop,1,10.75
Eric,Manifold Key,Commander Legends: Battle for Baldur's Gate,1,0.25
Eric,Manor Gate,Commander Legends: Battle for Baldur's Gate,1,0.1
Eric,Man-o'-War,Visions,1,0.01
Eric,Manticore,Adventures in the Forgotten Realms,1,0.01
Eric,Mantle of the Ancients,Wilds of Eldraine Commander,3,0.12
Eric,Many Partings,The Lord of the Rings: Tales of Middle-earth,1,0.01
Eric,Marauding Blight-Priest,Foundations,1,0.01
Eric,Marauding Sphinx,Outlaws of Thunder Junction,1,0.01
Eric,Marble Diamond,Commander Legends: Battle for Baldur's Gate,2,0.05
Eric,Marble Diamond,Commander Legends: Battle for Baldur's Gate,1,0.07
Eric,"Marchesa, Dealer of Death",Outlaws of Thunder Junction,1,0.01
Eric,"Mari, the Killing Quill",Outlaws of Thunder Junction Commander,1,3.0
Eric,Marina Vendrell's Grimoire,Duskmourn: House of Horror,1,0.01
Eric,Marionette Master,Forgotten Realms Commander,1,1.94
Eric,Markov Enforcer,Crimson Vow Commander,1,0.11
Eric,Marshal of Zhalfir,March of the Machine,1,0.02
Eric,Marshal's Anthem,Tales of Middle-earth Commander,1,0.01
Eric,Marshland Bloodcaster,Outlaws of Thunder Junction Commander,1,0.05
Eric,Marut,Commander Legends: Battle for Baldur's Gate,1,0.01
Eric,Mary Read and Anne Bonny,Assassin's Creed,1,3.49
Eric,Mary Read and Anne Bonny,Assassin's Creed,1,0.2
Eric,Mask of Memory,Phyrexia: All Will Be One Commander,1,0.17
Eric,Masked Bandits,Streets of New Capenna,1,0.01
Eric,Maskwood Nexus,Modern Horizons 3 Commander,1,3.25
Eric,Mass Mutiny,Outlaws of Thunder Junction Commander,1,0.05
Eric,Massacre Girl,Outlaws of Thunder Junction Commander,1,0.1
Eric,Master Chef,Commander Legends: Battle for Baldur's Gate,1,0.01
Eric,Master Chef,Commander Legends: Battle for Baldur's Gate,1,0.01
Eric,Master of Etherium,March of the Machine Commander,1,0.1
Eric,Master of Etherium,Neon Dynasty Commander,1,0.15
Eric,Masterful Replication,March of the Machine Commander,1,0.05
Eric,Masterwork of Ingenuity,Forgotten Realms Commander,2,0.25
Eric,Masterwork of Ingenuity,Secret Lair Drop,1,0.45
Eric,"Mauhúr, Uruk-hai Captain",The Lord of the Rings: Tales of Middle-earth,1,0.1
Eric,Maul of the Skyclaves,March of the Machine Commander,1,0.1
Eric,Maul of the Skyclaves,Phyrexia: All Will Be One Commander,1,0.04
Eric,"Mazzy, Truesword Paladin",Commander Legends: Battle for Baldur's Gate,1,0.01
Eric,Mech Hangar,Kamigawa: Neon Dynasty,1,0.2
Eric,Mechanized Production,Aether Revolt,3,0.5
Eric,Mechtitan Core,Kamigawa: Neon Dynasty,1,0.1
Eric,"Meneldor, Swift Savior",The Lord of the Rings: Tales of Middle-earth,1,0.04
Eric,"Meneldor, Swift Savior",The Lord of the Rings: Tales of Middle-earth,2,0.01
Eric,Mentor of the Meek,Phyrexia: All Will Be One Commander,1,0.16
Eric,Mentor of the Meek,Tales of Middle-earth Commander,1,0.1
Eric,Mephitic Vapors,Ravnica Remastered,1,0.01
Eric,Mercenary Token,Outlaws of Thunder Junction Tokens,2,0.04
Eric,Merciless Harlequin,Assassin's Creed,6,0.21
Eric,Merciless Repurposing,March of the Machine,1,0.01
Eric,Merfolk Coralsmith,Wilds of Eldraine,1,0.01
Eric,Meria's Outrider,Dominaria United,1,0.01
Eric,"Merry, Esquire of Rohan",The Lord of the Rings: Tales of Middle-earth,2,0.1
Eric,"Merry, Warden of Isengard",Tales of Middle-earth Commander,1,0.13
Eric,Mesa Enchantress,Commander Masters,1,0.05
Eric,Meteor Golem,Commander Legends: Battle for Baldur's Gate,1,0.01
Eric,Meteor Swarm,Adventures in the Forgotten Realms,1,0.1
Eric,Michiko's Reign of Truth,Kamigawa: Neon Dynasty,1,0.01
Eric,Midnight Arsonist,Crimson Vow Commander,1,0.02
Eric,Midnight Assassin,Streets of New Capenna,1,0.01
Eric,Midnight Clock,Modern Horizons 3 Commander,1,0.16
Eric,Midnight Haunting,Phyrexia: All Will Be One Commander,1,0.04
Eric,Midnight Mayhem,Duskmourn: House of Horror,2,0.01
Eric,Midnight Pathlighter,Forgotten Realms Commander,1,0.24
Eric,Midnight Reaper,March of the Machine Commander,1,0.2
Eric,Might of the Ancestors,The Lost Caverns of Ixalan,1,0.01
Eric,Might of the Meek,Bloomburrow,2,0.02
Eric,Migratory Route,Commander 2016,1,0.03
Eric,"Miirym, Sentinel Wyrm",Commander Legends: Battle for Baldur's Gate,1,0.6
Eric,"Mikaeus, the Lunarch",March of the Machine Commander,1,0.2
Eric,Military Intelligence,Zendikar Rising Commander,1,0.05
Eric,Militia Rallier,Innistrad: Crimson Vow,1,0.01
Eric,Millikin,Modern Horizons 2,1,0.04
Eric,Mimic,Adventures in the Forgotten Realms,1,0.01
Eric,Mimic,Adventures in the Forgotten Realms,1,0.01
Eric,Minas Tirith,The Lord of the Rings: Tales of Middle-earth,1,2.0
Eric,Mind Drain,Zendikar Rising,1,0.01
Eric,Mind Drill Assailant,Bloomburrow,1,0.01
Eric,Mind Flayer,Adventures in the Forgotten Realms,1,0.2
Eric,Mind Spiral,Bloomburrow,1,0.01
Eric,Mind Spiral,Bloomburrow,1,0.01
Eric,Mind Stone,Commander Legends: Battle for Baldur's Gate,3,0.1
Eric,Mind Stone,Forgotten Realms Commander,1,0.16
Eric,Mind Stone,March of the Machine Commander,1,0.13
Eric,Mind Stone,Phyrexia: All Will Be One Commander,1,0.14
Eric,Mindleech Ghoul,Innistrad: Crimson Vow,1,0.01
Eric,Mindless Automaton,March of the Machine Commander,1,0.01
Eric,Mindlink Mech,Kamigawa: Neon Dynasty,1,0.04
Eric,Mine Collapse,Modern Horizons 2,1,0.01
Eric,Mine Collapse,Modern Horizons 2,1,0.01
Eric,Mine Raider,Outlaws of Thunder Junction,1,0.01
Eric,Mine Raider,Outlaws of Thunder Junction,1,0.01
